epoch,classification_loss,adversarial_loss,entropy_loss,source_accuracy,target_accuracy,feature_extractor_grad_norm,classifier_grad_norm,discriminator_grad_norm
1,2.2892235070466995,0.0,0.0,13.636363636363637,16.96969696969697,0.194921542283033,0.21272680803263797,0.0
2,2.247488096356392,0.0,0.0,31.21212121212121,17.575757575757574,0.41783392521457763,0.27985702516295263,0.0
3,2.2032182991504667,0.0,0.0,34.24242424242424,16.060606060606062,0.6640958803002568,0.3362345368790365,0.0
4,2.133669400215149,0.0,0.0,37.878787878787875,27.575757575757574,1.2340986279936692,0.45884606338760675,0.0
5,2.095130354166031,0.0,0.0,46.36363636363637,21.515151515151516,1.28654467185549,0.4688435925879088,0.0
6,2.0567636743187903,0.0,0.0,39.09090909090909,28.78787878787879,1.429120140399657,0.4991779904504333,0.0
7,2.0447308465838434,0.0,0.0,48.78787878787879,26.060606060606062,1.479419439929448,0.5228251628356917,0.0
8,2.0212299689650535,0.0,0.0,50.303030303030305,28.78787878787879,1.5127849130520334,0.5290136233863402,0.0
9,2.0175371542572975,0.0,0.0,48.18181818181818,25.151515151515152,1.4519852831790676,0.5216892843925914,0.0
10,2.0087302327156067,0.0,0.0,47.27272727272727,25.454545454545453,1.493955589513405,0.5433607935955369,0.0
11,1.9910102561116219,0.0,0.0,50.60606060606061,24.848484848484848,1.5009579798297359,0.5204662939313003,0.0
12,1.9864232569932938,0.0,0.0,55.75757575757576,30.0,1.406600374766525,0.5445202388587523,0.0
13,1.979537782073021,0.0,0.0,53.333333333333336,26.666666666666668,1.4241494777062904,0.5586169321368095,0.0
14,1.9739286929368973,0.0,0.0,55.15151515151515,24.545454545454547,1.493280478442474,0.5522654443766655,0.0
15,1.9738313093781472,0.0,0.0,56.96969696969697,26.363636363636363,1.4762411336166554,0.5493795921103254,0.0
16,1.9611884772777557,0.0,0.0,53.03030303030303,28.78787878787879,1.545818453008299,0.5463468581132593,0.0
17,1.9581133544445037,0.0,0.0,50.90909090909091,31.21212121212121,1.5671467581788672,0.5775210140893494,0.0
18,1.9514245331287383,0.0,0.0,55.45454545454545,28.78787878787879,1.4954835162200908,0.5657182890751172,0.0
19,1.9474437206983566,0.0,0.0,54.24242424242424,25.454545454545453,1.4561266924136307,0.5685383705187277,0.0
20,1.9465950965881347,0.0,0.0,56.06060606060606,29.696969696969695,1.4230794058850182,0.5521454160459074,0.0
21,1.9388483792543412,0.0,0.0,54.84848484848485,24.242424242424242,1.5804658397638465,0.5603342379757102,0.0
22,1.9389411017298699,0.0,0.0,52.121212121212125,25.454545454545453,1.3862711433487898,0.5465670619981953,0.0
23,1.9427208036184311,0.0,0.0,50.60606060606061,27.87878787878788,1.526712873367741,0.5649687961702485,0.0
